benchmark,group,mode,size,selectivity,samples,inner_repeats,warmup,warmup_us,median_us,p95_us,min_us,max_us,total_us,measured_total_us,ops_per_sec,op_unit,commit,compiler,cflags,opt_level,date_utc
solver_repeated_solve,solver,repeated,1,1.000000,1000,1,11529,300019.250000,9.167000,9.333000,9.041000,13.125000,9222.373000,9222.373000,108431.962142,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_repeated_solve,solver,repeated,10,1.000000,1000,1,2828,300074.041000,88.667000,100.833000,87.333000,120.500000,90535.551000,90535.551000,110453.848124,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_repeated_solve,solver,repeated,100,1.000000,1000,1,500,462651.000000,952.812000,1242.041000,852.791000,1368.750000,992612.894000,992612.894000,100744.208144,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_repeated_solve,solver,repeated,1000,1.000000,1000,1,500,5035664.208000,9515.937500,12300.125000,8728.416000,12936.125000,9999995.658000,9999995.658000,100000.043420,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_join_bindings,solver,simple_join,8,0.500000,1000,1,11635,300010.834000,8.708000,11.667000,8.375000,21.833000,9067.922000,9067.922000,110278.848892,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_join_bindings,solver,simple_join,16,0.500000,1000,1,7242,300005.583000,18.666000,22.167000,18.333000,40.750000,19336.699000,19336.699000,51715.135039,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_join_bindings,solver,simple_join,32,0.500000,1000,1,3269,300004.125000,50.583000,59.375000,49.833000,75.833000,51740.739000,51740.739000,19327.130214,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_join_bindings,solver,simple_join,64,0.500000,1000,1,1137,300166.167000,167.875000,189.875000,162.625000,302.500000,172420.823000,172420.823000,5799.763524,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_join_bindings,solver,noisy_join,128,0.500000,1000,1,1900,300068.459000,65.750000,75.834000,63.583000,162.708000,67656.995000,67656.995000,14780.437706,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_join_bindings,solver,noisy_join,512,0.500000,1000,1,500,495683.792000,115.458000,130.708000,110.458000,233.292000,118060.456000,118060.456000,8470.236639,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_join_bindings,solver,noisy_join,960,0.500000,1000,1,500,1408151.291000,171.875000,184.708000,162.833000,261.458000,173978.768000,173978.768000,5747.827804,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
